COD_LOC,NOMBRE_LOC,CP,POBLACION,OFICINA,PROVINCIA,COD_PROY,ID_EVALUACION,Fecha de ejecucion,COD_AUDITOR,RESULTADO,TITULO_CUESTIONARIO
LT_27,LA TAGLIATELLA FELIPE II,28009,Madrid,901,MADRID,0152_1,1947760,1/16/14,2006,0.8908,Cuestionario La Tagliatella_cast
LT_70,LA TAGLIATELLA JUAN BRAVO,28006,Madrid,901,MADRID,0152_1,1947761,1/23/14,30105,0.9095,Cuestionario La Tagliatella_cast
FH05325,FH MEDITERRANEO (ALMERIA),4009,ALMERÍA,901,ALMERIA,0010_001,1947762,1/18/14,32284,0.675,Cuestionario Foster's Hollywood (Ene_14)
FH05401,FH AVENIDA DE LA ESTACION,4005,ALMERÍA,901,ALMERIA,0010_001,1947763,1/11/14,2482,0.865,Cuestionario Foster's Hollywood (Ene_14)
FH05249,FH BADAJOZ,6011,BADAJOZ,901,BADAJOZ,0010_001,1947764,1/4/14,33400,0.809,Cuestionario Foster's Hollywood (Ene_14)
S116,FH LOS BARRIOS,11370,ALGECIRAS,901,CADIZ,0010_001,1947765,1/12/14,33434,0.571,Cuestionario Foster's Hollywood (Ene_14)
FH05406,FH JEREZ CANTERBURY,11405,JEREZ DE LA FRONTERA,901,CADIZ,0010_001,1947766,1/11/14,2423,0.89,Cuestionario Foster's Hollywood (Ene_14)
FH05393,FH P.C. LUZ SHOPPING,11408,JEREZ DE LA FRONTERA,901,CADIZ,0010_001,1947767,1/17/14,73,0.981,Cuestionario Foster's Hollywood (Ene_14)
FH05261,FH VISTA HERMOSA (PTO SANTA MARIA),11500,PUERTO DE SANTA MARIA,901,CADIZ,0010_001,1947768,1/18/14,33738,0.994,Cuestionario Foster's Hollywood (Ene_14)
FH05330,FH SAN JUAN DE DIOS (CADIZ),11500,CADIZ,901,CADIZ,0010_001,1947769,1/18/14,33630,0.828,Cuestionario Foster's Hollywood (Ene_14)
A192,FH BAHÍA SUR,11100,SAN FERNANDO,901,CADIZ,0010_001,1947770,1/19/14,32476,0.987,Cuestionario Foster's Hollywood (Ene_14)
FH05316,FH EL TABLERO,14012,CÓRDOBA,901,CORDOBA,0010_001,1947771,1/18/14,33201,1,Cuestionario Foster's Hollywood (Ene_14)
S067,FH CÓRDOBA,14006,CÓRDOBA,901,CORDOBA,0010_001,1947772,1/6/14,30734,0.923,Cuestionario Foster's Hollywood (Ene_14)
